State,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
NEVADA,  Personal consumption expenditures,10.8,9.6,6.2,6.1,7.4,10.6,10.0,8.2,6.2,2.0,-4.9,2.2,4.0,3.0,3.7,4.7,4.3,4.6,6.3,6.1,4.7,-1.3,14.9,11.4,(NA)
NEVADA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-7.9,3.7,-0.5,1.5,-0.4,3.8,7.0,2.6,0.6,6.6,1.0,6.0,9.1,-5.5,(NA)
NEVADA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-7.4,2.1,-0.3,0.6,3.1,2.5,3.0,3.3,0.0,5.9,-1.4,-2.1,11.3,2.5,(NA)
NEVADA,  Per capita personal income 6,3.6,5.1,1.8,-0.7,3.0,6.1,7.8,4.0,1.1,-3.1,-6.5,3.2,3.5,2.8,-0.9,4.6,6.5,2.1,5.1,4.9,5.3,5.3,11.7,1.8,5.0
NEVADA,  Per capita disposable personal income 7,3.5,4.9,2.5,1.1,3.8,5.5,6.5,4.2,1.2,-1.9,-4.6,3.3,2.9,2.5,-2.3,5.0,6.1,1.2,5.9,5.0,5.8,5.0,10.5,-0.6,7.5
NEVADA,  Per capita personal consumption expenditures (PCE) 8,6.1,5.0,2.2,2.5,3.8,6.0,6.1,4.3,3.0,0.0,-6.0,1.6,3.7,1.9,2.6,3.2,2.6,2.9,4.5,4.1,2.7,-2.7,13.8,10.3,(NA)
NEVADA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.8,-2.2,1.4,-0.6,-1.8,-0.7,-0.6,-1.4,2.7,-3.6,2.8,-1.7,-1.8,1.0,(NA)
NEVADA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1.5,-0.5,4.0,1.2,-0.5,0.7,-0.4,-0.4,4.5,-1.7,4.2,-0.6,2.3,7.5,(NA)
NEVADA,  Total employment (number of jobs),5.1,5.5,2.5,1.1,4.1,6.5,6.4,4.6,2.5,-1.5,-6.6,-2.3,1.6,1.2,2.8,3.0,3.5,3.6,3.2,3.8,1.9,-6.0,8.0,7.8,(NA)
NEW HAMPSHIRE,  Real GDP (millions of chained 2017 dollars) 1,3.6,6.7,1.6,2.8,4.2,3.5,1.6,2.7,0.7,-1.0,-1.0,3.5,0.7,0.8,1.9,1.8,3.2,1.8,0.5,1.3,2.1,-1.0,8.1,0.3,1.2
NEW HAMPSHIRE,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.0,3.5,2.8,2.4,-1.5,3.0,2.6,1.2,2.2,4.8,4.5,4.3,5.5,-8.0,(NA)
NEW HAMPSHIRE,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.7,2.5,0.9,1.6,1.5,1.5,2.0,0.4,2.9,3.6,1.1,-2.7,9.2,-3.2,(NA)
NEW HAMPSHIRE,  Gross domestic product (GDP),3.8,7.8,3.1,4.4,5.1,5.7,4.3,5.7,3.0,0.2,1.5,3.6,1.9,2.8,3.6,3.6,5.4,3.1,1.8,3.3,4.3,1.3,11.9,6.0,5.8
NEW HAMPSHIRE,  Personal income,6.4,12.5,5.4,1.7,1.8,6.1,3.4,6.9,4.0,3.2,-1.3,4.2,4.9,3.7,-0.3,3.7,4.5,3.4,4.6,4.7,6.5,6.7,7.1,2.9,5.0
NEW HAMPSHIRE,  Disposable personal income,5.7,11.5,7.1,4.4,2.8,6.4,2.5,6.4,3.3,3.5,1.4,3.8,3.7,4.2,-1.3,3.3,3.9,3.0,5.1,5.4,6.2,6.9,5.4,1.7,7.6
NEW HAMPSHIRE,  Personal consumption expenditures,7.8,8.2,5.8,5.2,6.9,6.3,6.1,5.1,5.0,1.6,-0.6,3.2,2.9,2.9,2.7,2.2,4.0,2.6,5.3,3.5,3.0,-0.4,10.7,8.2,(NA)
NEW HAMPSHIRE,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.0,3.5,2.4,2.0,-1.8,2.4,2.2,0.7,1.6,4.3,4.0,3.8,4.8,-8.5,(NA)
NEW HAMPSHIRE,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.6,2.4,0.6,1.2,1.2,0.9,1.6,-0.1,2.3,3.1,0.6,-3.2,8.5,-3.7,(NA)
NEW HAMPSHIRE,  Per capita personal income 6,5.0,10.9,4.1,0.6,1.0,5.2,2.7,6.1,3.6,2.9,-1.3,4.1,4.5,3.3,-0.6,3.1,4.2,2.8,4.0,4.2,6.0,6.2,6.4,2.1,4.8
NEW HAMPSHIRE,  Per capita disposable personal income 7,4.3,9.9,5.8,3.3,2.0,5.6,1.8,5.6,3.0,3.3,1.4,3.7,3.3,3.8,-1.6,2.7,3.6,2.4,4.5,4.9,5.7,6.4,4.7,0.9,7.4
NEW HAMPSHIRE,  Per capita personal consumption expenditures (PCE) 8,6.4,6.7,4.5,4.1,6.0,5.5,5.4,4.3,4.7,1.3,-0.6,3.1,2.6,2.5,2.5,1.6,3.6,2.0,4.7,3.0,2.5,-0.9,10.0,7.6,(NA)
NEW HAMPSHIRE,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.0,-1.1,-0.5,-0.6,-0.1,-0.7,1.8,1.1,0.6,-2.1,0.4,1.3,-2.6,5.0,(NA)
NEW HAMPSHIRE,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.3,0.7,2.0,1.3,1.2,0.7,2.0,2.2,2.3,-0.1,1.9,2.4,1.4,11.8,(NA)
NEW HAMPSHIRE,  Total employment (number of jobs),2.3,3.0,0.6,0.0,1.2,1.9,1.6,1.2,1.5,-0.4,-2.8,-0.9,0.6,0.7,1.3,1.1,1.9,1.4,1.1,1.1,-0.3,-3.6,4.2,4.3,(NA)
NEW JERSEY,  Real GDP (millions of chained 2017 dollars) 1,3.6,5.5,1.1,1.6,2.3,1.2,1.9,1.6,1.0,2.2,-4.7,1.5,-1.1,2.2,1.8,0.0,1.9,1.0,0.5,2.8,1.7,-3.4,5.5,2.8,1.5
NEW JERSEY,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.8,3.2,1.6,1.2,-0.2,2.7,4.1,1.7,1.9,0.8,3.9,4.8,4.2,-4.4,(NA)
NEW JERSEY,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.0,3.3,-0.3,1.0,1.3,1.9,2.4,1.8,1.1,0.4,2.1,-2.7,10.4,2.1,(NA)
NEW JERSEY,  Gross domestic product (GDP),5.3,7.6,3.4,3.3,3.9,3.9,5.0,5.0,3.7,4.0,-2.4,2.0,0.6,4.4,3.5,1.8,4.0,2.3,2.0,5.0,3.6,-1.8,9.8,9.1,5.9
NEW JERSEY,  Personal income,4.6,10.0,3.6,1.4,2.3,4.4,3.5,7.2,6.0,3.3,-3.0,2.9,4.5,3.3,0.8,4.3,4.1,2.8,3.8,4.5,5.6,5.3,7.2,1.4,4.9
NEW JERSEY,  Disposable personal income,3.8,9.3,4.0,4.6,3.5,4.6,2.0,6.8,4.8,3.6,0.6,2.6,3.1,3.8,-0.8,4.3,3.5,3.0,4.1,5.2,5.5,6.3,5.2,-1.0,8.4
NEW JERSEY,  Personal consumption expenditures,6.9,7.9,5.3,5.0,5.9,5.8,5.7,5.1,4.0,2.9,-2.1,3.0,2.6,3.0,2.3,3.4,2.4,2.9,3.1,4.1,3.7,-2.1,13.5,8.2,(NA)
NEW JERSEY,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-6.2,2.6,0.8,0.6,-0.8,2.2,3.6,1.3,1.3,0.3,3.4,4.6,4.3,-4.4,(NA)
NEW JERSEY,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-5.5,2.6,-1.0,0.3,0.7,1.4,1.9,1.3,0.5,-0.1,1.7,-2.8,10.4,2.2,(NA)
NEW JERSEY,  Per capita personal income 6,3.7,9.0,2.8,0.7,1.8,4.0,3.3,7.1,5.8,2.9,-3.4,2.3,3.7,2.6,0.2,3.7,3.6,2.3,3.2,4.0,5.1,5.1,7.2,1.5,4.6
NEW JERSEY,  Per capita disposable personal income 7,2.9,8.3,3.2,3.9,2.9,4.2,1.8,6.7,4.6,3.3,0.1,2.0,2.3,3.2,-1.4,3.7,3.0,2.5,3.5,4.7,5.0,6.2,5.2,-0.9,8.0
NEW JERSEY,  Per capita personal consumption expenditures (PCE) 8,5.9,7.0,4.5,4.2,5.3,5.4,5.5,5.0,3.8,2.5,-2.6,2.4,1.9,2.3,1.7,2.9,1.9,2.4,2.5,3.6,3.3,-2.3,13.5,8.3,(NA)
NEW JERSEY,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),3.3,-2.0,0.4,0.1,-0.3,0.1,-0.2,0.1,0.2,1.6,0.2,-0.5,-1.3,-0.4,(NA)
NEW JERSEY,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),3.0,-0.3,2.9,2.0,1.0,1.5,0.0,1.1,1.9,3.7,1.6,0.6,2.8,6.0,(NA)
NEW JERSEY,  Total employment (number of jobs),1.6,3.9,0.6,0.3,0.7,1.8,1.7,1.3,1.4,-0.1,-2.6,-0.6,1.2,0.7,1.6,1.4,1.8,1.7,1.1,1.9,0.4,-4.5,5.0,5.7,(NA)
NEW MEXICO,  Real GDP (millions of chained 2017 dollars) 1,5.5,1.8,0.4,3.2,4.5,8.9,0.6,2.6,0.9,-0.4,2.0,-0.1,-0.2,0.2,-0.7,2.8,1.0,-0.5,0.2,3.1,4.5,-2.9,2.1,1.8,4.1
NEW MEXICO,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,3.5,-0.3,0.9,-2.4,4.4,2.3,2.1,-1.1,7.1,2.7,8.7,7.5,-5.6,(NA)
NEW MEXICO,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.5,3.3,-0.7,0.6,1.6,2.4,2.0,2.1,-0.1,7.0,-1.5,-1.3,11.8,0.4,(NA)
NEW MEXICO,  Gross domestic product (GDP),4.4,4.2,1.2,3.7,8.9,12.3,5.0,5.2,4.0,4.0,-2.0,2.7,2.6,0.7,1.2,4.2,-1.9,-0.3,3.0,6.0,5.1,-3.3,11.2,12.4,3.7
NEW MEXICO,  Personal income,1.8,7.7,7.2,4.1,4.7,6.3,6.6,7.5,5.9,6.7,-0.7,3.7,5.1,2.2,-2.1,5.7,2.4,2.1,1.9,4.6,5.8,8.4,9.6,1.9,4.3
NEW MEXICO,  Disposable personal income,1.5,8.1,6.9,6.2,5.6,6.5,5.6,6.7,5.6,7.6,0.8,4.2,4.2,2.4,-3.1,5.8,2.3,2.2,2.2,5.1,5.3,9.8,8.8,0.6,5.9
NEW MEXICO,  Personal consumption expenditures,5.9,6.1,4.3,4.3,5.9,7.0,7.9,6.9,5.9,4.6,-0.9,3.6,4.5,1.9,2.0,3.7,2.2,2.0,3.0,4.5,1.3,-1.5,13.9,8.3,(NA)
NEW MEXICO,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.5,2.1,-1.1,0.5,-2.7,4.4,2.3,2.0,-1.2,7.0,2.4,8.3,7.5,-5.5,(NA)
NEW MEXICO,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.7,1.9,-1.6,0.2,1.3,2.5,2.0,1.9,-0.2,6.9,-1.9,-1.7,11.9,0.6,(NA)
NEW MEXICO,  Per capita personal income 6,1.0,7.0,6.6,2.8,3.5,4.8,5.0,5.9,4.4,5.6,-1.9,2.3,4.2,1.8,-2.3,5.8,2.4,1.9,1.9,4.5,5.4,8.0,9.7,2.1,4.3
NEW MEXICO,  Per capita disposable personal income 7,0.6,7.3,6.3,4.9,4.3,5.1,4.1,5.1,4.1,6.5,-0.4,2.8,3.4,2.0,-3.4,5.9,2.2,2.1,2.1,5.0,5.0,9.4,8.9,0.8,5.8
NEW MEXICO,  Per capita personal consumption expenditures (PCE) 8,5.0,5.3,3.7,2.9,4.6,5.6,6.3,5.3,4.4,3.5,-2.1,2.1,3.7,1.5,1.7,3.8,2.1,1.9,2.9,4.4,1.0,-1.9,14.0,8.5,(NA)
NEW MEXICO,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.9,-1.5,2.7,-0.6,-1.0,-0.1,-0.1,-1.0,1.3,-4.3,1.5,-1.3,-2.2,1.3,(NA)
NEW MEXICO,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.6,0.2,5.3,1.2,0.3,1.3,0.1,0.0,3.1,-2.3,2.9,-0.2,1.9,7.8,(NA)
NEW MEXICO,  Total employment (number of jobs),0.5,2.4,1.2,0.8,1.9,2.4,2.3,2.8,2.2,0.2,-3.0,-1.1,0.4,0.3,0.8,0.7,0.8,0.0,0.3,1.4,0.6,-4.2,2.2,4.3,(NA)
NEW YORK,  Real GDP (millions of chained 2017 dollars) 1,5.4,3.8,1.9,-1.0,0.6,2.7,2.5,2.9,1.1,-1.9,3.9,3.8,0.6,3.9,0.4,2.2,2.0,1.6,2.2,2.5,2.7,-3.5,4.5,2.3,0.7
NEW YORK,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.0,3.3,2.1,3.7,-0.2,3.0,3.5,2.1,5.1,1.6,2.0,3.0,3.4,-5.9,(NA)
NEW YORK,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.0,3.2,1.1,2.3,2.2,4.3,2.0,1.8,2.7,3.0,2.1,-5.7,6.2,4.2,(NA)
NEW YORK,  Gross domestic product (GDP),6.6,5.8,4.3,1.0,2.6,5.5,5.4,6.2,4.1,-0.8,4.3,5.4,2.3,6.3,3.0,5.1,4.5,3.9,4.4,5.3,4.8,-1.5,8.2,7.2,5.1
NEW YORK,  Personal income,5.9,7.6,3.8,-0.3,1.4,4.4,3.8,7.5,7.6,2.3,-1.6,4.1,5.5,4.5,1.2,3.6,4.3,3.5,6.7,3.4,3.4,4.6,7.3,-1.6,5.0
NEW YORK,  Disposable personal income,5.3,7.2,2.7,3.9,2.4,3.9,2.2,6.0,6.2,2.6,3.0,3.6,4.0,5.0,-1.1,3.1,3.6,4.7,6.7,3.4,3.6,6.0,4.9,-4.8,9.2
NEW YORK,  Personal consumption expenditures,7.1,7.5,4.0,3.7,5.4,6.1,6.5,5.6,5.1,3.5,-0.5,4.0,4.5,3.0,3.6,5.0,2.9,3.2,4.3,4.8,3.5,-4.2,10.2,8.8,(NA)
NEW YORK,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.5,2.7,1.2,2.9,-0.9,2.4,3.0,1.7,4.9,1.5,2.0,3.6,4.7,-5.0,(NA)
NEW YORK,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.4,2.6,0.2,1.5,1.5,3.8,1.6,1.4,2.5,2.9,2.1,-5.2,7.6,5.1,(NA)
NEW YORK,  Per capita personal income 6,5.1,6.9,3.4,-0.5,1.2,4.5,4.0,7.7,7.4,1.9,-2.0,3.5,4.5,3.6,0.5,3.1,3.9,3.2,6.5,3.3,3.4,5.2,8.7,-0.7,5.5
NEW YORK,  Per capita disposable personal income 7,4.6,6.5,2.2,3.6,2.2,3.9,2.4,6.1,6.1,2.2,2.5,3.0,3.0,4.2,-1.8,2.5,3.2,4.4,6.5,3.3,3.6,6.6,6.2,-3.9,9.8
NEW YORK,  Per capita personal consumption expenditures (PCE) 8,6.3,6.9,3.6,3.4,5.2,6.1,6.7,5.8,4.9,3.1,-0.9,3.4,3.5,2.2,2.9,4.4,2.4,2.9,4.1,4.6,3.5,-3.6,11.6,9.8,(NA)
NEW YORK,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.2,-1.0,0.8,-1.1,0.1,-0.8,0.7,0.4,-0.2,-0.3,0.0,0.5,-0.4,-1.9,(NA)
NEW YORK,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.5,0.8,3.3,0.7,1.4,0.6,0.8,1.4,1.6,1.7,1.4,1.6,3.8,4.4,(NA)
NEW YORK,  Total employment (number of jobs),2.7,2.6,0.1,-0.9,0.3,1.3,1.3,1.5,2.5,1.0,-1.9,0.2,2.6,1.2,1.6,2.1,2.0,1.3,1.1,2.1,0.7,-6.9,3.0,5.4,(NA)
NORTH CAROLINA,  Real GDP (millions of chained 2017 dollars) 1,5.7,3.2,0.9,1.6,2.8,4.0,5.2,6.4,1.5,3.1,-3.9,1.8,0.5,0.8,1.9,2.5,3.0,2.1,2.0,1.8,2.1,-0.6,5.8,2.0,2.7
NORTH CAROLINA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.9,-2.4,0.2,4.5,-2.8,4.0,5.4,2.2,3.9,3.2,5.6,7.5,3.5,-3.1,(NA)
NORTH CAROLINA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.3,0.8,0.9,1.9,1.7,2.8,4.0,2.4,3.9,2.9,4.0,0.3,7.2,2.3,(NA)
NORTH CAROLINA,  Gross domestic product (GDP),7.4,4.8,3.5,3.6,4.2,6.1,7.8,9.4,3.7,4.6,-1.8,2.2,1.8,3.3,3.8,4.6,5.5,3.9,3.5,3.9,4.4,1.4,9.7,8.6,7.1
NORTH CAROLINA,  Personal income,4.9,6.5,3.0,1.7,4.3,8.2,7.2,8.7,7.5,7.2,-3.5,1.1,3.5,6.4,-1.3,5.6,5.3,3.4,4.8,5.2,6.0,7.9,10.7,3.8,5.4
NORTH CAROLINA,  Disposable personal income,5.0,6.2,3.2,3.8,5.4,8.7,6.2,8.3,7.0,8.3,-1.3,0.7,2.2,6.9,-2.4,5.6,4.4,3.3,5.3,5.6,5.8,8.5,9.5,2.2,7.9
NORTH CAROLINA,  Personal consumption expenditures,8.0,7.8,3.8,3.0,4.9,6.7,7.5,6.4,6.3,3.3,-1.3,4.4,4.2,3.7,3.3,4.4,3.9,3.7,4.9,4.9,4.4,0.8,14.6,9.4,(NA)
NORTH CAROLINA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.3,-3.6,-0.6,3.7,-3.6,3.2,4.5,1.1,2.8,2.2,4.7,6.6,2.4,-4.3,(NA)
NORTH CAROLINA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.2,-0.5,0.1,1.0,0.9,2.0,3.1,1.3,2.8,1.9,3.1,-0.5,6.0,1.0,(NA)
NORTH CAROLINA,  Per capita personal income 6,3.0,4.8,1.4,0.3,3.1,6.5,5.3,6.1,5.2,5.0,-4.9,-0.2,2.7,5.6,-2.1,4.7,4.4,2.3,3.8,4.1,5.1,7.0,9.5,2.5,4.1
NORTH CAROLINA,  Per capita disposable personal income 7,3.2,4.5,1.6,2.4,4.2,7.0,4.3,5.7,4.7,6.1,-2.7,-0.5,1.4,6.1,-3.2,4.8,3.5,2.2,4.3,4.6,4.8,7.7,8.3,1.0,6.5
NORTH CAROLINA,  Per capita personal consumption expenditures (PCE) 8,6.0,6.0,2.2,1.5,3.7,5.1,5.6,3.8,4.0,1.1,-2.8,3.1,3.4,2.9,2.5,3.6,3.0,2.6,3.8,3.8,3.4,0.0,13.4,8.0,(NA)
NORTH CAROLINA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.3,1.8,0.8,-0.1,0.2,0.1,-0.3,0.2,-0.8,-0.2,-1.1,-0.6,2.6,0.5,(NA)
NORTH CAROLINA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-1.6,3.6,3.3,1.8,1.5,1.5,-0.1,1.2,1.0,1.9,0.3,0.5,6.9,7.0,(NA)
NORTH CAROLINA,  Total employment (number of jobs),2.0,1.9,-0.7,-0.3,0.2,2.3,2.6,3.1,3.4,-0.3,-3.7,-0.7,2.2,1.2,1.5,2.4,2.3,2.3,1.6,2.3,1.5,-1.5,4.4,4.5,(NA)
NORTH DAKOTA,  Real GDP (millions of chained 2017 dollars) 1,0.4,3.8,1.4,5.0,6.5,1.1,3.5,4.3,5.2,7.7,2.7,7.6,11.9,23.2,2.6,10.1,-2.5,-6.7,3.2,3.5,1.1,-5.8,-0.5,-1.1,5.9
NORTH DAKOTA,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.7,7.8,9.5,12.5,-1.6,5.0,-2.9,-4.4,3.0,2.0,-0.4,8.8,4.4,3.0,(NA)
NORTH DAKOTA,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.6,2.2,7.1,6.1,5.3,4.2,4.0,-1.9,1.8,-0.9,-0.2,-1.0,5.9,3.2,(NA)
NORTH DAKOTA,  Gross domestic product (GDP),1.4,6.0,4.8,6.4,9.6,4.9,5.9,7.5,10.0,10.3,0.9,10.3,16.7,25.2,5.4,11.4,-6.8,-7.5,7.3,6.8,0.2,-8.5,14.2,14.9,2.0
NORTH DAKOTA,  Personal income,1.2,8.7,2.0,2.5,9.2,2.0,6.1,4.9,10.8,13.1,-0.8,11.4,12.9,17.7,0.0,6.7,-4.2,-2.9,1.3,7.1,3.3,8.3,7.6,7.0,4.9
NORTH DAKOTA,  Disposable personal income,1.1,8.9,1.7,4.3,10.3,1.9,5.3,3.9,10.2,12.6,1.2,10.8,10.9,17.3,-1.2,6.7,-3.5,-2.0,1.6,8.1,2.8,9.6,6.5,6.1,6.6
NORTH DAKOTA,  Personal consumption expenditures,4.8,5.9,5.4,4.7,5.6,6.4,6.2,6.3,5.9,5.0,2.6,5.5,10.4,11.0,7.0,5.9,2.6,-0.3,0.2,4.0,3.5,-1.3,9.1,7.1,(NA)
NORTH DAKOTA,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.8,6.2,7.6,9.6,-4.6,2.6,-5.2,-4.6,2.7,1.4,-1.1,8.3,4.6,2.8,(NA)
NORTH DAKOTA,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-0.5,0.6,5.3,3.4,2.0,1.8,1.5,-2.2,1.6,-1.5,-0.8,-1.4,6.1,3.1,(NA)
NORTH DAKOTA,  Per capita personal income 6,1.7,9.1,2.5,2.7,9.1,1.1,5.8,4.4,10.2,12.3,-1.9,9.7,10.9,14.7,-3.1,4.2,-6.5,-3.2,1.0,6.4,2.6,7.9,7.9,6.8,4.2
NORTH DAKOTA,  Per capita disposable personal income 7,1.6,9.3,2.1,4.4,10.2,1.0,5.1,3.4,9.6,11.8,0.1,9.2,9.0,14.3,-4.2,4.3,-5.8,-2.2,1.4,7.4,2.1,9.2,6.7,6.0,5.9
NORTH DAKOTA,  Per capita personal consumption expenditures (PCE) 8,5.3,6.3,5.9,4.8,5.4,5.4,6.0,5.8,5.4,4.3,1.5,4.0,8.5,8.2,3.7,3.5,0.1,-0.6,0.0,3.3,2.9,-1.7,9.3,7.0,(NA)
NORTH DAKOTA,  Regional price parities (RPPs) 9,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.2,1.5,0.5,2.7,0.3,0.2,-1.5,0.6,-3.3,2.8,2.2,-1.4,-1.1,-2.5,(NA)
NORTH DAKOTA,  Implicit regional price deflator 10,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2.0,3.3,3.1,4.6,1.6,1.6,-1.3,1.6,-1.6,4.9,3.7,-0.3,3.0,3.8,(NA)
NORTH DAKOTA,  Total employment (number of jobs),0.2,1.1,1.1,-0.7,0.3,2.1,1.9,2.1,2.4,1.9,0.1,2.3,5.2,7.1,3.4,3.5,-1.6,-3.5,-0.6,0.9,0.5,-3.6,1.3,3.5,(NA)
OHIO,  Real GDP (millions of chained 2017 dollars) 1,2.3,1.9,-1.2,2.3,1.9,2.7,2.2,-0.4,0.5,-0.9,-5.1,2.3,2.9,1.1,2.8,3.6,1.3,0.8,2.2,0.6,2.7,-2.9,4.8,0.5,1.2
OHIO,  Real personal income (millions of constant (2017) dollars) 2,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.5,1.5,5.0,0.8,-0.1,2.9,4.6,0.9,2.5,0.7,1.7,7.6,2.9,-4.3,(NA)
OHIO,  Real PCE (millions of constant (2017) dollars) 3,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.3,2.0,2.4,0.6,1.7,2.0,3.7,1.7,2.7,0.2,0.9,-1.2,6.4,2.2,(NA)
OHIO,  Gross domestic product (GDP),4.0,4.1,1.2,3.9,3.5,5.2,5.0,2.7,3.0,0.7,-3.3,3.3,5.0,3.3,4.3,5.4,3.0,2.0,4.0,3.1,4.5,-1.6,9.8,8.7,5.7
OHIO,  Personal income,3.0,5.3,2.9,1.6,2.9,3.8,2.7,5.0,4.3,3.8,-2.8,2.9,6.6,3.6,1.5,4.1,3.8,2.0,3.8,3.9,3.5,7.1,7.5,1.2,4.8
OHIO,  Disposable personal income,3.1,5.1,3.2,3.4,4.1,4.0,2.1,4.6,4.0,4.4,-0.3,2.5,5.5,3.7,0.8,4.2,3.5,2.1,4.1,4.5,3.3,7.9,6.2,-0.3,7.2
OHIO,  Personal consumption expenditures,5.9,6.7,4.1,3.4,4.5,4.4,4.7,3.4,3.8,1.7,-1.6,3.4,4.0,3.3,3.3,3.2,3.0,2.9,3.9,3.4,2.7,-1.6,11.1,8.0,(NA)
OHIO,  Real per capita personal income 4,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-3.6,1.4,4.8,0.7,-0.4,2.6,4.3,0.6,2.2,0.5,1.5,7.5,3.2,-4.2,(NA)
OHIO,  Real per capita PCE 5,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-2.5,1.9,2.3,0.5,1.4,1.7,3.4,1.4,2.3,0.0,0.7,-1.3,6.7,2.3,(NA)
OHIO,  Per capita personal income 6,2.8,5.1,2.7,1.4,2.7,3.7,2.6,4.8,4.1,3.6,-2.9,2.8,6.4,3.5,1.2,3.7,3.6,1.8,3.5,3.7,3.3,7.0,7.8,1.3,4.6
